Name	Top 5000	Top 1000	Top 500	Top 100	Top 50	Top 10	Top 5	Top 3	Top 1	
twigxcabaret	0.997000	0.099000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Vortices	0.765000	0.016000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Comical	0.735000	0.019000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NintendoLover2005	0.992000	0.096000	0.014000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Vibe Mouse	0.773000	0.024000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MisterReeman	0.985000	0.092000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DimensionEngi	0.986000	0.095000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Exact Amount	0.964000	0.069000	0.013000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
zyx_zz0	0.993000	0.092000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
xtrimi	0.990000	0.092000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GooberOfSillies	0.824000	0.021000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ntw	0.985000	0.094000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
lolasolar	0.974000	0.067000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Llamaboy	0.989000	0.108000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tony the Lightning Rod	0.995000	0.095000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Madilynn	0.707000	0.014000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SleepyTransPrincess	0.821000	0.019000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
COMEDY_GOLD	0.975000	0.077000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
crowfessor	0.992000	0.110000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Alex13isawesome	0.986000	0.081000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
profilynx	0.733000	0.022000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Painting of Horses	0.967000	0.074000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
TabooYinYang	0.991000	0.104000	0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sbeve	0.975000	0.073000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Zany Zak	0.688000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
EquatedTable	0.979000	0.079000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cats are cool	0.978000	0.085000	0.019000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
creehop	0.995000	0.101000	0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
^ is my daddy	0.967000	0.214000	0.069000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	
ly	0.929000	0.042000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SimplyJustStarry	0.990000	0.099000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Buoy	0.558000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SmartExists	0.987000	0.085000	0.018000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AC!DSNOW	0.784000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gavin :^)	0.988000	0.087000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
midnight fight	0.983000	0.086000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bloop	0.983000	0.079000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LiviCiabattery	0.982000	0.084000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bazinga_9000	0.986000	0.062000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Chad	0.959000	0.040000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
arsenicCatnip	0.684000	0.035000	0.010000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	
Slipped!	0.998000	0.105000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Charm	0.721000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sornnors	0.985000	0.079000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Reverie Cello	0.990000	0.087000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ace	0.663000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Vani	0.730000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ultrono	0.966000	0.063000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
sponge99fvuj	0.983000	0.071000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
That1MRT	0.768000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Desh Jakobsson	0.732000	0.011000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gumdropy!	0.957000	0.044000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
StroBerry	0.989000	0.067000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sidge	0.730000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ostia	0.751000	0.020000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Squidward	0.983000	0.087000	0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Hash Slinging Slasher	0.980000	0.083000	0.014000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Yoxes	0.990000	0.095000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ianis	0.731000	0.038000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Issacboy123	0.982000	0.105000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
K00K1D95	0.732000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PoetOfCOOL	0.743000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Purples	0.629000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
rainbowcurrant	0.962000	0.064000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PanicDan	0.776000	0.016000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
even odd	0.994000	0.086000	0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Camacaron	0.986000	0.081000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Karson05	0.785000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pichuzin	0.746000	0.021000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
bingoid_	0.746000	0.015000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pen Tappin’	0.980000	0.084000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PPAKK	0.975000	0.073000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Door	0.959000	0.039000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Johann'sBarking	0.996000	0.108000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Lumik	0.993000	0.106000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FerretBandit	0.965000	0.109000	0.028000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	
Doodla	0.709000	0.020000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Lanylamp	0.988000	0.090000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AOEWOWguy	0.979000	0.080000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FireFruit	0.956000	0.034000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pranstan	0.702000	0.023000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FG	0.956000	0.077000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
VH Productions	0.798000	0.020000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Just Some Guy	0.981000	0.073000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Adreedii	0.991000	0.087000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
quippy	1.000000	0.178000	0.022000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
thegeckoisgaming	0.727000	0.024000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Funny Plantt	0.750000	0.020000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Syntax	0.751000	0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
the little gremlin living in your toothbrush	0.972000	0.130000	0.042000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	
Buckeye	0.768000	0.018000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ArmJoesh	0.985000	0.081000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cyberuki	0.986000	0.068000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fall_	0.776000	0.013000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ghost256	0.989000	0.078000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Wiffle Waffle 11	0.990000	0.094000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
jztkspjdh	0.807000	0.019000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Aidan The Rock	0.724000	0.010000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tantusar	0.995000	0.074000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gravel	0.992000	0.084000	0.013000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KirbyMarioSunshine	0.973000	0.089000	0.013000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Trainguy	0.752000	0.017000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ironic	0.986000	0.053000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Toad8508	0.652000	0.011000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
domnats n' xyro	0.701000	0.019000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Darker Glass	0.990000	0.087000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
dumbjames5305	0.949000	0.062000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Andrew 1.0	0.988000	0.097000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Captain Canada	0.703000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CosmetiComet	0.964000	0.043000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LedybruhGuy	0.989000	0.084000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ocean Sandy 02	0.993000	0.102000	0.014000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Yonelius	0.988000	0.087000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
yoshikid8	0.984000	0.072000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
crisp chips	0.766000	0.025000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
45447	0.987000	0.066000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
epic person	0.958000	0.097000	0.023000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PCM	0.707000	0.027000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gigabyte66	0.948000	0.088000	0.014000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XeroXylophone	0.728000	0.027000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
I'mStupidity	0.984000	0.094000	0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
neutrality	0.718000	0.022000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Emerald Cherry	0.990000	0.092000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ishy	0.992000	0.066000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ElectricNJ	0.986000	0.085000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gordischious	0.986000	0.070000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Geometricality	0.944000	0.054000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
summ1	0.974000	0.068000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dessert Archon	0.991000	0.099000	0.012000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
FrederickTheGreat	0.954000	0.096000	0.026000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
Liminar	0.985000	0.081000	0.013000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Firey Plush	0.789000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
curbydunce	0.714000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SubaruForester	0.982000	0.071000	0.013000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NajwaXD	0.788000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gustavo	0.743000	0.017000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Doorknob eater	0.989000	0.079000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ZeroSocialSkillz	0.931000	0.050000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Curtis Bottleton	0.742000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Catlover:3	0.953000	0.044000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PretzelDinosaur	0.962000	0.089000	0.021000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
PurpleChickenPineapple	0.703000	0.019000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ThatZodile	0.752000	0.016000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
shrimp shrimp shrimp shrimp IV	0.842000	0.019000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Kyle Catchphrase	0.802000	0.011000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Migueler	0.986000	0.070000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
pro fr	0.984000	0.054000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
dig-E-dude	0.738000	0.016000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
pjgamer	0.709000	0.041000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mariobrosaa Productions	0.756000	0.014000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GamlA	0.722000	0.021000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SaudadeDreams	0.984000	0.065000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
xpartyhat	0.783000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tesseranker	0.956000	0.082000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
idklolhelpmedwaf	0.988000	0.076000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dylan_from_nowhere	0.757000	0.026000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
heptasepta	0.984000	0.074000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bepis	0.711000	0.018000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
bream	0.955000	0.056000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Solaris	0.975000	0.060000	0.013000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MailoHalo	0.744000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Urtson3	0.805000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Firey	0.985000	0.078000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheOrangeSteak	0.957000	0.044000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Starry Sprinklez	0.622000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Voidbringer	0.987000	0.069000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cometshard	0.688000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Whistage	0.940000	0.063000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Hoodlaf	0.706000	0.026000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LouietheLeg	0.941000	0.053000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheNavyBomb	0.683000	0.028000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Razsei	0.986000	0.076000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
a literal tree	0.968000	0.067000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Record is smort	0.782000	0.011000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bart mug	0.765000	0.017000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
8-ball	0.984000	0.074000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
AlexExists	0.993000	0.073000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
milakonis1	0.990000	0.075000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
HushMush	0.987000	0.083000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GMCSierra	0.722000	0.018000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
FeldsparMk7	0.665000	0.015000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fridge man	0.751000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CyberJesterRyRy	0.791000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
WafflSock	0.714000	0.028000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mqnic_	0.794000	0.010000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mikl Pickle	0.992000	0.093000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cyicon	0.733000	0.021000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
UnoLuno	0.990000	0.065000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nonexistential	0.679000	0.021000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
Leaqua21	0.719000	0.012000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
fartman978	0.979000	0.072000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Poopie Doopie Doo	0.989000	0.078000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cookie Ashley	0.778000	0.013000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KeiZ (:	0.694000	0.016000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
mogi45	0.982000	0.065000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gobbyleh	0.773000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ZipZap	0.990000	0.064000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Meteor	0.668000	0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sammy Sosa	0.770000	0.014000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DrNaOH	0.983000	0.076000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sandpit	0.771000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Varth_	0.997000	0.067000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
bluirre	0.976000	0.062000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rasen	0.759000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Wayan Vistar	0.980000	0.062000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DOORSLAM	0.780000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cardboard Board	0.799000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
zachy410	0.970000	0.037000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ba0bo0	0.987000	0.082000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
EmergencyBee33	0.776000	0.029000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
nocturnal_	0.738000	0.012000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Just Kamil	0.986000	0.082000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
COCOATWIX	0.653000	0.023000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Maric28	0.790000	0.017000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Subway Sandwich	0.760000	0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
JadeCrusty	0.762000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NABOCKS	0.990000	0.080000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Guy in Green	0.251000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DarkIron1124	0.989000	0.082000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Krimpybob	0.693000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
