Name	Top 5000	Top 1000	Top 500	Top 100	Top 50	Top 10	Top 5	Top 3	Top 1	
The Ultimate Guide Of Cooking	0.476000	0.025000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
HenriJæ (the Spaceflight Enjoyer)	0.497000	0.042000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Treellian	0.513000	0.032000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheFinalEntry	0.495000	0.034000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
argonismist-nnl	0.478000	0.031000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SiaCoolBirb	0.470000	0.028000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
dudeguy99	0.455000	0.039000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fr13dCh1ck3n	0.498000	0.038000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ThatCoolModderGuy	0.466000	0.036000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Splonker Donker	0.488000	0.026000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Earthworm Sally	0.470000	0.025000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
they call me rondo	0.507000	0.037000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
k factorial	0.484000	0.032000	0.010000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	
Reylite	0.442000	0.027000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BuddingBudderBuddy	0.475000	0.037000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BlazeTheCow	0.444000	0.025000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Kylling	0.493000	0.022000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cow Of The Sea The 4th	0.468000	0.026000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
King Stickmin	0.462000	0.023000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
Inventor Maxworks	0.507000	0.038000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Omelette Toffee	0.463000	0.029000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
jkqwz	0.496000	0.037000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Questionable II	0.465000	0.024000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GhastlyPages	0.489000	0.023000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KinokoBroAnimations	0.459000	0.030000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Toony11	0.476000	0.027000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
tombles	0.457000	0.031000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
pizzAAALoVER34	0.479000	0.036000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The Loja	0.467000	0.022000	0.003000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
pestilence33	0.475000	0.024000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LyndixisW1zy!	0.480000	0.023000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GoldTyanox	0.456000	0.030000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
uryear	0.442000	0.026000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Puzzled_Till_The_End	0.486000	0.030000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Serene Luminescence	0.426000	0.018000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Loveyalpeople/Roach	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Orchid_Crimez	0.486000	0.023000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
OzzyEpic	0.469000	0.029000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MarbleMint	0.475000	0.031000	0.009000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	
Stratollera	0.461000	0.028000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sir Bob Jeffrey Platinum	0.459000	0.029000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SurAHAMA	0.462000	0.030000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PicklezOrNot	0.469000	0.030000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-Kyle-	0.459000	0.025000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ColorKnight8832	0.481000	0.034000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Juju the object gamer	0.473000	0.030000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Types0fMuff1ns	0.493000	0.026000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CyclonicRifted	0.459000	0.030000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Venmer	0.471000	0.035000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
English Textbook	0.459000	0.018000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Golden Mirror	0.474000	0.020000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
THErealRADICAL	0.469000	0.029000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Loopsy the Loop	0.467000	0.032000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dawesomki☆	0.460000	0.028000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Le Celeste Beste	0.474000	0.028000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Xmob	0.479000	0.029000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jascool1	0.464000	0.029000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Goodmito	0.455000	0.028000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Van Cam	0.469000	0.023000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
YOYLEBERRY EATER	0.431000	0.017000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Calico Cat	0.446000	0.024000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Grrollll Gamer	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Neonlights	0.443000	0.018000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Vrif	0.480000	0.020000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Zahaaaaac	0.444000	0.021000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
asseater56	0.455000	0.021000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
Poopoo truck	0.452000	0.019000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KayJay	0.465000	0.016000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
JackTheAx	0.426000	0.018000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
That One Guy	0.443000	0.017000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
doubleslashTNTz	0.451000	0.027000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Codetatoes	0.464000	0.031000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Legoamazer(o-o)<Bubble	0.455000	0.022000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Terre	0.459000	0.024000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
rrrrmrmr	0.435000	0.020000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mac Butch Pro	0.446000	0.020000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Swirling Stars	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TotallyNotBanana	0.454000	0.024000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cool & Nice	0.442000	0.029000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LG Smart Refrigerator	0.452000	0.017000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XxSTARL1GHTxX	0.455000	0.021000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fastbro	0.458000	0.024000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Healion123	0.429000	0.024000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MegaDashian	0.441000	0.018000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Kiein	0.472000	0.017000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GramApple	0.425000	0.019000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KyndlingStone	0.434000	0.016000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ColinzTheOriginalOrJustColinLol	0.461000	0.021000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mulligan	0.444000	0.012000	0.001000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ethyaz	0.452000	0.018000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
HannHas	0.047000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Hyphen64	0.432000	0.020000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
A_Corruputed_Nightmare	0.434000	0.020000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Trusted Yakult	0.478000	0.025000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ColdSoda	0.451000	0.021000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Paper Prankster	0.441000	0.024000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Afro1Ninja	0.437000	0.016000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Landayne	0.443000	0.019000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mamizoi	0.440000	0.021000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Beebee	0.409000	0.017000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fern	0.444000	0.022000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Meteorite	0.024000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nouser757	0.428000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Pink pizza topping	0.432000	0.016000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Windowsfan225	0.018000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
scary	0.451000	0.020000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Phyto-Pyro Android	0.440000	0.010000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
SuperBaconatorX	0.428000	0.019000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Emeraldsuffers	0.464000	0.019000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
John	0.436000	0.023000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Egg	0.427000	0.015000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
DarkerStill	0.444000	0.019000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Opinikn	0.413000	0.011000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
tamarii	0.420000	0.020000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
OddCheese	0.443000	0.012000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Library Specter	0.426000	0.009000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
JACOBS HOW TO TIPS	0.419000	0.021000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ashycat	0.419000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Aero	0.428000	0.014000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Saharic	0.425000	0.014000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
dreamVoyager	0.440000	0.018000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
deskseven	0.412000	0.018000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bfdifan123	0.441000	0.016000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nanothegreenieboi	0.425000	0.018000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
It's A Me, Mario!	0.447000	0.017000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
aothal	0.430000	0.019000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ManiaMate	0.423000	0.025000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
visualsauces	0.424000	0.021000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Binglesquirk	0.412000	0.013000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
QuebecFan	0.432000	0.015000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Redball	0.406000	0.016000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
jan Sipiki	0.418000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Space jam	0.405000	0.015000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Shining Nightlight	0.450000	0.017000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rbunebula	0.414000	0.014000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NoHappyTime	0.427000	0.014000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sundslime	0.440000	0.019000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
aburo11	0.428000	0.013000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XtraLeo	0.423000	0.012000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Count Zero	0.444000	0.017000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
coconut cat	0.398000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Quinoa-	0.418000	0.012000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Razlider	0.456000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cat master	0.441000	0.013000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
kdaolzbk	0.419000	0.016000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Peter Wetery	0.445000	0.020000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sub Uno	0.437000	0.015000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Panda1627	0.415000	0.023000	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Alfris	0.435000	0.019000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MamaMango	0.402000	0.019000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
grandmatriarch55	0.432000	0.012000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ByrdIsTheWord	0.391000	0.015000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Crescent Glow	0.438000	0.013000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Eye Wolf	0.408000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mind reality	0.403000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
RubexTheRobot	0.415000	0.012000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Brownie Turtle	0.397000	0.012000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
King Of Awesomeness the 3rd	0.446000	0.013000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Silly gumber	0.392000	0.012000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fenix Fox	0.414000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TheLemon27	0.456000	0.015000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
err404_	0.408000	0.012000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
headoftea	0.031000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
2000000	0.403000	0.013000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CodeTellurium	0.420000	0.011000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Smiggly Smoggly	0.405000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Frostbite Book	0.376000	0.012000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
keikoleiko (pronounced key-co lee-co)	0.414000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LilCalebW	0.120000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Xenon	0.424000	0.017000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Deciduous dude guy	0.420000	0.018000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ImGamingNow	0.413000	0.012000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
ArgentinianJupiterTheTouhouFan	0.416000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Intergalactic	0.411000	0.018000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KoolCatFluffy	0.425000	0.018000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Paolo Aluffi	0.453000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
griffpatch FGPT	0.417000	0.018000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
virgilmans	0.395000	0.011000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tired Kenny	0.394000	0.010000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
MAX LENGTH = 75 characters	0.407000	0.013000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Tom	0.396000	0.021000	0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Semper Fidelis	0.430000	0.016000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NeonWeon	0.395000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Amazon Kindle Paperwhite (8 GB)	0.430000	0.016000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Klamper	0.409000	0.013000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Gleam	0.402000	0.014000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Random Teen	0.410000	0.016000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
upside	0.411000	0.012000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Jesus Centaur	0.412000	0.020000	0.004000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
YourAverageNooooob	0.387000	0.013000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Magicpeanutswow	0.407000	0.014000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BLPster	0.424000	0.012000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
basiczero	0.419000	0.011000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
YSL	0.398000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Mushiboi	0.436000	0.013000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
johndoesart	0.403000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Elena Violeta	0.423000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Geo-House	0.385000	0.011000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Real Bora Karaca	0.423000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sweet Memory	0.404000	0.011000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Firey Is The Best!	0.405000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
North_Dude	0.415000	0.013000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
nohnohz	0.432000	0.016000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Taggy	0.427000	0.013000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Abhisar	0.428000	0.016000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
GageTheRuler	0.408000	0.012000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sunny Light	0.414000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
March Medjed	0.431000	0.016000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Epic Masty	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Ijoinedlate	0.422000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cheeseecake.	0.380000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Sabo the fish	0.401000	0.013000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Parkus Farkus	0.398000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
QueenieCod	0.387000	0.011000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Strawberry Waffles	0.381000	0.014000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
papercdisc	0.390000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Scabbers	0.406000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
The colorless story	0.403000	0.009000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
BigJennyGirl	0.389000	0.012000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TeeVee	0.388000	0.013000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
TRTS	0.402000	0.009000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
J Sixteen	0.420000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Dynaboom	0.395000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Midnight Goofy Ahh Creeps	0.408000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Justin Case	0.419000	0.009000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
jayinadayz	0.039000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
*Star*Feathers*	0.393000	0.013000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
imthebiggestbirdtrexbattleship	0.392000	0.009000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Amingus	0.383000	0.010000	0.002000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	
Moon Slip	0.421000	0.011000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Rizza	0.406000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Nobonus	0.407000	0.010000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Whats What	0.391000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Crow	0.372000	0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Protogen posting	0.384000	0.016000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
LukasRainbow	0.431000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Zeyepyr	0.396000	0.017000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Bounce Ball	0.379000	0.010000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
How to Play: SBURB	0.383000	0.008000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Cherry Bomb	0.411000	0.010000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Epic Nova	0.402000	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Average Thing	0.394000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Donuttt	0.392000	0.008000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Segment65	0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
jellyandcats	0.400000	0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Wowzers	0.406000	0.005000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Banana_Guy	0.378000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Verify	0.404000	0.008000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
NateSark	0.375000	0.012000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
E is me	0.384000	0.011000	0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Purple man	0.394000	0.009000	0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Super Morning	0.012000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Fallie	0.401000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
electronicretro	0.401000	0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
Epicgamer545	0.393000	0.012000	0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
KowKing	0.386000	0.006000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
CroisSaint!	0.393000	0.007000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
WhyAmIHere	0.397000	0.009000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
PT The Cheapshot King	0.365000	0.012000	0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
